Film,Year,URL Encoded name,Image File Name,Agency Credit,Artist Credit,Director/Filmmaker Name,Director/Filmmaker IMDB Link,Location Display Text,LATITUDE,LONGITUDE,Borough,Neighborhood,Scene Type,Media,IMDB LINK,Client or book location indicator,Notes,Book Image,Book Page,Display?,IMAGE OF LOCATION,ratings,Awards,Box Office,Director,Genre,Language,Plot,Poster,Rated,Runtime,imdbID,imdbVotes
Six Degrees of Separation,1993,Six%20Degrees%20of%20Separation,SixDegreesofSep_pf,Courtesy of Photofest,Directed by,Fred Schepisi,http://imdb.com/name/nm0770961/,Metropolitan Museum of Art<br>Fifth Ave. at 82nd St.,40.77907909,-73.96261096,Manhattan,Upper East Side,New York Landmarks,Film,http://www.imdb.com/title/tt0108149/,Metropolitan Museum of Art - Fifth Avenue at 82nd St,Additional Image on p5 of the book,Y,168,0,N,6.8,Nominated for 1 Oscar. Another 5 nominations.,N/A,Fred Schepisi,"Comedy, Drama, Mystery",0.0,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.",https://m.media-amazon.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_SX300.jpg,R,112 min,tt0108149,"19,519"
Sleepers,1996,Sleepers,Sleepers3_pf,Courtesy of Photofest,Directed by,Barry Levinson,http://imdb.com/name/nm0001469/,"W. 47th St., near Pier 87<br>Manhattan",40.76461637,-73.99743676,Manhattan,Midtown,Historic Recreations,Film,http://www.imdb.com/title/tt0117665/,"West 47th Street, near Pier 87",We have another photo,Y,151,0,Y,7.6,Nominated for 1 Oscar. Another 1 win & 4 nominations.,"$53,315,285",Barry Levinson,"Crime, Drama, Thriller",0.0,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,R,147 min,tt0117665,"185,545"
Sleepers,1996,Sleepers,Sleepers_pf,Courtesy of Photofest,Directed by,Barry Levinson,http://imdb.com/name/nm0001469/,"W. 47th St., near Pier 87<br>Manhattan",40.76474639,-73.99790883,Manhattan,Midtown,Historic Recreations,Film,http://www.imdb.com/title/tt0117665/,"West 47th Street, near Pier 87",We have another photo,Y,151,0,Y,7.6,Nominated for 1 Oscar. Another 1 win & 4 nominations.,"$53,315,285",Barry Levinson,"Crime, Drama, Thriller",0.0,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,R,147 min,tt0117665,"185,545"
Smithereens,1982,Smithereens,Smithereens_ec,"Courtesy of Everett Collection, Inc.",Directed by,Susan Seidelman,http://imdb.com/name/nm0782384/,Lower East Side<br>Manhattan,40.71854,-73.98918,Manhattan,Lower East Side,0,Film,http://www.imdb.com/title/tt0084698/,Lower East Side,0,Y,189,0,Y,6.8,1 nomination.,N/A,Susan Seidelman,"Drama, Music",0.0,A talent-challenged girl tries to promote herself to stardom in New York's waning punk music world.,https://m.media-amazon.com/images/M/MV5BYjkxMDkzYjktMjc1Zi00MDk3LTg0ZTMtZmNiNzgyNzdkZTJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,93 min,tt0084698,"1,729"
Smoke,1995,Smoke,Smoke_ec,"Courtesy of Everett Collection, Inc.",Directed by,Wayne Wang,http://imdb.com/name/nm0911061/,Prospect Park and 16th St.<br>Windsor Terrace<br>Brooklyn,40.65725844,-73.97461116,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0114478/,Prospect Park West and 16th Street in Windsor Terrace,0,Y,176,0,Y,7.4,11 wins & 9 nominations.,"$8,367,636",Wayne Wang,"Comedy, Drama",0.0,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",https://m.media-amazon.com/images/M/MV5BMjUwYTdiYjItNTgzNS00MmQ3LWJlMDctODMyNTkxMjIxMDgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,R,112 min,tt0114478,"32,961"
Sophie's Choice,1982,Sophie%27s%20Choice,SophiesChoice_pf,Courtesy of Photofest,Directed by,Alan J. Pakula,http://imdb.com/name/nm0001587/,101 Rugby Rd.<br>Brooklyn,40.647334,-73.966373,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0084707/,"101 Rugby Road, Brooklyn, NY",poor quality,Y,179,0,Y,7.6,Won 1 Oscar. Another 12 wins & 12 nominations.,"$30,036,000",Alan J. Pakula,"Drama, Romance",0.0,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",https://m.media-amazon.com/images/M/MV5BMTk3NDUyYTEtMzkyZi00YjMzLTkwMDUtYWMzNjIwNmM5NWQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,150 min,tt0084707,"41,770"
Spider-Man,2002,Spider%2DMan,Spiderman2_pf,Courtesy of Photofest,Directed by,Sam Raimi,http://www.imdb.com/name/nm0000600/,Midtown<br>Manhattan,40.7525888,-73.97975564,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0145487/,0,0,Y,194,N,Y,7.3,Nominated for 2 Oscars. Another 16 wins & 61 nominations.,"$407,022,860",Sam Raimi,"Action, Adventure, Sci-Fi",0.0,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,PG-13,121 min,tt0145487,"683,012"
Spider-Man,2002,Spider%2DMan,Spiderman3_pf,Courtesy of Photofest,Directed by,Sam Raimi,http://www.imdb.com/name/nm0000600/,Midtown<br>Manhattan,40.75668492,-73.97855401,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0145487/,0,0,Y,194,N,Y,7.3,Nominated for 2 Oscars. Another 16 wins & 61 nominations.,"$407,022,860",Sam Raimi,"Action, Adventure, Sci-Fi",0.0,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,PG-13,121 min,tt0145487,"683,012"
Spider-Man,2002,Spider%2DMan,Spiderman4_pf,Courtesy of Photofest,Directed by,Sam Raimi,http://www.imdb.com/name/nm0000600/,Sunnyside<br>Queens,40.74823233,-73.91399859999999,Queens,Queens,0,Film,http://www.imdb.com/title/tt0145487/,Sunnyside,0,Y,194,0,Y,7.3,Nominated for 2 Oscars. Another 16 wins & 61 nominations.,"$407,022,860",Sam Raimi,"Action, Adventure, Sci-Fi",0.0,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,PG-13,121 min,tt0145487,"683,012"
Splash,1984,Splash,Splash_pf,Courtesy of Photofest,Directed by,Ron Howard,http://imdb.com/name/nm0000165/,Pier 17<br>Manhattan,40.70468448,-74.00207162,Manhattan,Lower Manhattan,0,Film,http://www.imdb.com/title/tt0088161/,Pier 17,poor quality,Y,131,0,Y,6.3,Nominated for 1 Oscar. Another 2 wins & 8 nominations.,"$69,821,334",Ron Howard,"Comedy, Fantasy, Romance",0.0,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",https://m.media-amazon.com/images/M/MV5BZDRmZTQ0MDQtNWRmYS00NDhhLTgzNzUtZGIyYzkwZDMyNTc0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG,111 min,tt0088161,"68,796"
State of Grace,1990,State%20of%20Grace,StateofGrace_ec,"Courtesy of Everett Collection, Inc.",Directed by,Phil Joanou,http://imdb.com/name/nm0423333/,Hell's Kitchen<br>Manhattan,40.76037446,-73.99125695,Manhattan,Upper West Side,0,Film,http://imdb.com/title/tt0100685/,Hell's Kitchen,0,Y,141,0,Y,7.2,N/A,N/A,Phil Joanou,"Action, Crime, Drama, Romance, Thriller",0.0,A New York cop is recruited to return to his hometown and infiltrate the mob ran by his best friend's brother.,https://m.media-amazon.com/images/M/MV5BMjEyNTY4ODAyMV5BMl5BanBnXkFtZTcwODQxNDI3NA@@._V1_SX300.jpg,R,134 min,tt0100685,"20,596"
Summer of Sam,1999,Summer%20of%20Sam,SummerofSam_pf,Courtesy of Photofest,Directed by,Spike Lee,http://www.imdb.com/name/nm0000490/,"CBGB's <br>315 Bowery (at Bleecker)<br>East Village, Manhattan",40.725034,-73.992067,Manhattan,SoHo,0,Film,http://www.imdb.com/title/tt0162677/,CBGB's 315 Bowery,0,Y,188,0,Y,6.7,6 nominations.,"$19,288,130",Spike Lee,"Crime, Drama, Romance, Thriller",0.0,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.",https://m.media-amazon.com/images/M/MV5BNjdjMDQ4ZjctYmQzNS00NjYwLWFhNTQtMGM0YmJjMmE5YmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,142 min,tt0162677,"35,979"
Sweet Home Alabama,2002,Sweet%20Home%20Alabama,SweetHomeAlabama_ec,"Courtesy of Everett Collection, Inc.",Directed by,Andy Tennant,http://imdb.com/name/nm0855035/,Tiffany & Co.<br>727 Fifth Ave.<br>Manhattan,40.76279612,-73.97387624,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0256415/,Tiffany & Co. - 727 Fifth Avenue at 57th Street,0,Y,212,0,Y,6.2,3 wins & 6 nominations.,"$127,223,418",Andy Tennant,"Comedy, Romance",0.0,"A young woman who's reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.",https://m.media-amazon.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_SX300.jpg,PG-13,108 min,tt0256415,"101,795"
Sweet November,1968,Sweet%20November,0,0,Directed by,Robert Ellis Miller,http://imdb.com/name/nm0589228/,Remsen St. and Montague Terrace<br>Brooklyn Heights<br>Brooklyn,40.695,-73.9977,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0063661/,Brooklyn Height Promenade: Remsen St. and Montague Terrace,0,N,0,0,N,6.7,3 nominations.,"$25,288,103",Pat O'Connor,"Drama, Romance",0.0,"A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life.",https://m.media-amazon.com/images/M/MV5BMTc4NjYzNzkzNl5BMl5BanBnXkFtZTYwNjg1ODc5._V1_SX300.jpg,PG-13,119 min,tt0230838,"85,350"
Sweet Smell of Success,1957,Sweet%20Smell%20of%20Success,SweetSmellofSuccess_pf,Courtesy of Photofest,Directed by,Alexandre Mackenrick,http://imdb.com/name/nm0533241/,Manhattan ,40.75779831,-73.97556603,Manhattan,Midtown,0,Film,http://imdb.com/title/tt0051036/,Manhattan ,0,Y,43,N,Y,8.1,Nominated for 1 BAFTA Film Award. Another 3 wins & 3 nominations.,N/A,Alexander Mackendrick,"Drama, Film-Noir",0.0,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,https://m.media-amazon.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Approved,96 min,tt0051036,"27,643"
Taxi Driver,1976,Taxi%20Driver,TaxiDriver_pf,Courtesy of Photofest,Directed by,Martin Scorsese,http://imdb.com/name/nm0000217/,E. 12th St. and Third Ave.<br>East Village<br>Manhattan,40.732,-73.9882,Manhattan,East Village,0,Film,http://www.imdb.com/title/tt0075314/,12th Street off Third Avenue,poor quality,Y,98-99,0,Y,8.3,Nominated for 4 Oscars. Another 21 wins & 16 nominations.,"$28,262,574",Martin Scorsese,"Crime, Drama",0.0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,R,114 min,tt0075314,"716,797"
Taxi Driver,1976,Taxi%20Driver,TaxiDriver2_pf,Courtesy of Photofest,Directed by,Martin Scorsese,http://imdb.com/name/nm0000217/,Bellmore Cafeteria<br>Park Ave. South and E. 28th St.<br>Manhattan,40.74335,-73.98405,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0075314/,"Bellmore Cafeteria, Park Avenue South at 28th St",poor quality,Y,120,0,Y,8.3,Nominated for 4 Oscars. Another 21 wins & 16 nominations.,"$28,262,574",Martin Scorsese,"Crime, Drama",0.0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,R,114 min,tt0075314,"716,797"
Taxi Driver,1976,Taxi%20Driver,TaxiDriver_pf,Courtesy of Photofest,Directed by,Martin Scorsese,http://imdb.com/name/nm0000217/,Columbus Ave. and E. 86th St.<br>Upper West Side<br>Manhattan,40.7865,-73.9722,Manhattan,Upper West Side,0,Film,http://www.imdb.com/title/tt0075314/,Near Columbus Ave and 86th Street,Not sure if this the correct photo,Y,112-113,0,Y,8.3,Nominated for 4 Oscars. Another 21 wins & 16 nominations.,"$28,262,574",Martin Scorsese,"Crime, Drama",0.0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,R,114 min,tt0075314,"716,797"
The Anderson Tapes,1971,The%20Anderson%20Tapes,TheAndersonTapes_pf,Courtesy of Photofest,Directed by,Sidney Lumet,http://imdb.com/name/nm0001486/,E. 91st St. and Fifth Ave.<br>Upper East Side<br>Manhattan,40.7847,-73.9581,Manhattan,Upper East Side,0,Film,http://www.imdb.com/title/tt0066767/,91st street and Fifth Avenue,Has FPO in lower left,Y,130,0,Y,6.4,N/A,N/A,Sidney Lumet,"Action, Crime, Thriller",0.0,"After Duke Anderson is released from prison after ten years for taking the rap for a scion of a Mafia family, he cashes in a debt of honor with the mob to bankroll a caper.",https://m.media-amazon.com/images/M/MV5BOTAxOWYwZmItZTJlMC00MmMzLWFhYmUtMmJmMWYyZTMzMGNhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,GP,99 min,tt0066767,"6,962"
The April Fools,1969,The%20April%20Fools,TheAprilFools_ec,"Courtesy of Everett Collection, Inc.",Directed by,Stuart Rosenberg,http://imdb.com/name/nm0742341/,Marine Midlane Bank<br>140 Broadway<br>Lower Manhattan,40.708972,-74.010518,Manhattan,Lower Manhattan,0,Film,http://www.imdb.com/title/tt0064036/,Marine Midlane Bank building 140 Broadway bet Liberty st and Ceder st,0,Y,70,0,Y,6.2,1 win & 1 nomination.,"$1,832,139",Stuart Rosenberg,"Comedy, Drama, Romance",0.0,"A married man enters his boss' apartment to sign papers for a promotion and finds a party of 200 instead. He doesn't fit in, leaves with a woman, spends all night with her, falls in love with her and finds out she's his boss' wife.",https://m.media-amazon.com/images/M/MV5BZjZjY2NiMzEtOGIxNS00MGJkLTkzZGUtMmNjMzczNDMwNWY1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,M,95 min,tt0064036,"1,168"
The April Fools,1969,The%20April%20Fools,TheAprilFools_pf,Courtesy of Photofest,Directed by,Stuart Rosenberg,http://imdb.com/name/nm0742341/,Central Park<br>Manhattan,40.77326188,-73.9711082,Manhattan,Central Park,0,Film,http://www.imdb.com/title/tt0064036/,Central Park near Naumberg Bandshell seating,poor quality,Y,142,0,Y,6.2,1 win & 1 nomination.,"$1,832,139",Stuart Rosenberg,"Comedy, Drama, Romance",0.0,"A married man enters his boss' apartment to sign papers for a promotion and finds a party of 200 instead. He doesn't fit in, leaves with a woman, spends all night with her, falls in love with her and finds out she's his boss' wife.",https://m.media-amazon.com/images/M/MV5BZjZjY2NiMzEtOGIxNS00MGJkLTkzZGUtMmNjMzczNDMwNWY1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,M,95 min,tt0064036,"1,168"
The Basketball Diaries ,1995,The%20Basketball%20Diaries%20,TheBasketballDiaries_pf,Courtesy of Photofest,Directed by,Scott Kalvert,http://imdb.com/name/nm0436284/,Forest Hills,40.72940300000001,-73.845455,Queens,Queens,New York Moments,Film,http://imdb.com/title/tt0112461/,0,poor quality,Y,199,N,Y,7.3,N/A,"$2,381,087",Scott Kalvert,"Biography, Crime, Drama, Sport",0.0,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,https://m.media-amazon.com/images/M/MV5BMjdlNzQxZGUtZTg5YS00ODg2LTkxMzctMDAyNmEwM2YyZjA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,102 min,tt0112461,"101,442"
The Brother from Another Planet,1984,The%20Brother%20from%20Another%20Planet,TheBrother_pf,Courtesy of Photofest,Directed by,John Sayles,http://imdb.com/name/nm0000626/,Ellis Island<br>New York Harbor,40.69736408,-74.04119968,Manhattan,New York Harbor,0,Film,http://www.imdb.com/title/tt0087004/,New York Bay - Ellis Island,poor quality,Y,159,0,Y,6.7,3 wins & 1 nomination.,N/A,John Sayles,"Comedy, Sci-Fi",0.0,A mute alien with the appearance of a black human is chased by outer-space bounty hunters through the streets of Harlem.,https://m.media-amazon.com/images/M/MV5BNzQ5NjI4YjktMGMwZS00NDZkLWI0MjktOTI4YjY2Y2I1ZGIxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,R,108 min,tt0087004,"5,347"
The Brothers McMullen,1995,The%20Brothers%20McMullen,TheBrothersMcmullen_pf,Courtesy of Photofest,Directed by,Edward Burns,http://imdb.com/name/nm0122653/,W. 46th St. and Eighth Ave.<br>Midtown<br>Manhattan,40.7598,-73.9879,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0112585/,46th and 8th Avenue,slide,N,0,0,Y,6.6,4 wins & 1 nomination.,N/A,Edward Burns,"Comedy, Drama, Romance",0.0,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",https://m.media-amazon.com/images/M/MV5BMTQ2YTY2OWMtODdjNy00MmE4LWE1MDEtOTdmMzc4ZDBjNzQ5XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,R,98 min,tt0112585,"7,276"
The Cotton Club,1984,The%20Cotton%20Club,0,0,Directed by,Francis Ford Coppola,http://imdb.com/name/nm0000338/,E. 6th St. between First Ave. & Ave. A<br>East Village<br>Manhattan,40.72597413,-73.98518979999999,Manhattan,East Village,0,Film,http://imdb.com/title/tt0087089/,6th St. between 1st Ave and Avenue A,Mentioned in Medjuck quote p181,Y,0,0,N,6.6,Nominated for 2 Oscars. Another 1 win & 6 nominations.,"$25,928,721",Francis Ford Coppola,"Crime, Drama, Music",0.0,"Meet the jazz musicians, dancers, owner and guests (e.g. gangster Dutch Schultz) of The Cotton Club in 1928-30s Harlem.",https://m.media-amazon.com/images/M/MV5BMWU2NGMxNTctNDc4MC00ZTdkLTlhYjItMTRjMmMxZDBjZTMwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,R,127 min,tt0087089,"16,383"
The Cowboy Way,1994,The%20Cowboy%20Way,TheCowboyWay_pf,Courtesy of Photofest,Directed by,Gregg Champion,http://imdb.com/name/nm0150707/,Manhattan Bridge,40.70940164,-73.99183095,Manhattan,Lower Manhattan,Chases,Film,http://www.imdb.com/title/tt0109493/,Manhattan Bridge,0,Y,83,0,Y,6.0,N/A,N/A,Gregg Champion,"Action, Comedy, Crime, Drama, Thriller, Western",0.0,"As they visit New York City, a pair of cowboys have to become unlikely heroes when their friend is kidnapped.",https://m.media-amazon.com/images/M/MV5BN2RhMTExNmQtYWY0OC00OWE5LThlODEtZDBhMTBiZDFiMDIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,102 min,tt0109493,"7,710"
The Devil's Advocate,1997,The%20Devil%27s%20Advocate,TheDevilsAdvocate_pf,Courtesy of Photofest,Directed by,Taylor Hackford,http://www.imdb.com/name/nm0000431/,Chinatown<br>Manhattan,40.71500487,-73.99886906,Manhattan,Chinatown,Rooftops,Film,http://www.imdb.com/title/tt0118971/,Chinatown,Additional image p233,Y,226,0,Y,7.5,2 wins & 7 nominations.,"$60,944,660",Taylor Hackford,"Drama, Mystery, Thriller",0.0,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,R,144 min,tt0118971,"328,849"
The Fisher King,1991,The%20Fisher%20King,TheFisherKing_pf,Courtesy of Photofest,Directed by,Terry Gilliam,http://imdb.com/name/nm0000416/,Grand Central Station<br>87 E. 42nd St.<br>Manhattan,40.75270258,-73.97726655,Manhattan,Midtown,New York Landmarks,Film,http://www.imdb.com/title/tt0101889/,Grand Central Station - 42nd Street,0,Y,170-171,0,Y,7.5,Won 1 Oscar. Another 13 wins & 38 nominations.,"$41,895,491",Terry Gilliam,"Comedy, Drama, Fantasy",0.0,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",https://m.media-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,137 min,tt0101889,"78,809"
The French Connection,1971,The%20French%20Connection,TheFrenchConnection_pf,Courtesy of Photofest,Directed by,William Friedkin,http://imdb.com/name/nm0001243/,Bay 50th St. Station<br>Brooklyn,40.58860227,-73.9837575,Brooklyn,Brooklyn,Chases,Film,http://www.imdb.com/title/tt0067116/,86th Street from Bay 50th St. Station to 62nd St Station,Additional image on p61,Y,84-85,0,Y,7.7,Won 5 Oscars. Another 17 wins & 12 nominations.,N/A,William Friedkin,"Action, Crime, Drama, Thriller",0.0,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,R,104 min,tt0067116,"109,046"
The Godfather Part II,1974,The%20Godfather%20Part%20II,TheGodfatherpartII_ec,"Courtesy of Everett Collection, Inc.",Directed by,Francis Ford Coppola,http://www.imdb.com/name/nm0000338/,E. 6th St. and Ave. A<br>East Village<br>Manhattan,40.72539684,-73.98378432,Manhattan,East Village,0,Film,http://www.imdb.com/title/tt0071562/,0,0,Y,149,0,Y,9.0,Won 6 Oscars. Another 11 wins & 20 nominations.,N/A,Francis Ford Coppola,"Crime, Drama",0.0,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,R,202 min,tt0071562,"1,117,167"
The Hours,2002,The%20Hours,TheHours_ec,"Courtesy of Everett Collection, Inc.",Directed by,Stephen Daldry,http://imdb.com/name/nm0197636/,W. 14th St. and Hudson St.<br>West Village<br>Manhattan,40.74059157,-74.00546193,Manhattan ,West Village,0,Film,http://imdb.com/title/tt0274558/,Greenwich Village flower shop,0,Y,243,0,Y,7.5,Won 1 Oscar. Another 42 wins & 126 nominations.,N/A,Stephen Daldry,"Drama, Romance",0.0,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",https://m.media-amazon.com/images/M/MV5BMTIwMjQ4MDUxMV5BMl5BanBnXkFtZTYwMjUxMTM3._V1_SX300.jpg,PG-13,110 min,tt0274558,"123,212"
The Interpreter,2005,The%20Interpreter,TheInterpreter3_ec,"Courtesy of Everett Collection, Inc.",Directed by,Sydney Pollack,http://imdb.com/name/nm0001628/,United Nations<br>First Ave. and E. 45th St.<br>Manhattan,40.75067069,-73.96795392,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0373926/,United nations,2 other pix,Y,216-217,0,Y,6.4,3 wins & 2 nominations.,"$72,708,161",Sydney Pollack,"Crime, Mystery, Thriller",0.0,"Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.",https://m.media-amazon.com/images/M/MV5BMTg3MjMxNDUzNV5BMl5BanBnXkFtZTcwNTM2NzgyMQ@@._V1_SX300.jpg,PG-13,128 min,tt0373926,"97,028"
The Landlord,1970,The%20Landlord,TheLandlord2_pf,Courtesy of Photofest,Directed by,Hal Ashby,http://imdb.com/name/nm0000797/,51 Prospect Pl.<br>Brooklyn,40.67962098,-73.9760381,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0065963/,"51 Prospect Place, off Sixth Avenue",poor quality,Y,172-173,0,Y,8.0,N/A,N/A,"Drew Antzis, Adam McKay","Short, Comedy",0.0,An angry landlord hassles her behind-in-rent tenant.,https://m.media-amazon.com/images/M/MV5BZDMzNWMwNjgtNWE1NC00OWIwLWIzNzQtYmY3ZmNlZmU4ZDUyXkEyXkFqcGdeQXVyMzAzODY0NzE@._V1_SX300.jpg,Not Rated,3 min,tt1160329,"4,583"
